Gene stable ID	Gene name	Chromosome/scaffold name
WBGene00165151	21ur-11959	IV
WBGene00165152	21ur-11831	IV
WBGene00165153	21ur-7474	IV
WBGene00165154	21ur-10467	IV
WBGene00165155	21ur-7853	IV
WBGene00165156	21ur-10787	IV
WBGene00165157	21ur-8479	IV
WBGene00165158	21ur-13225	IV
WBGene00165159	21ur-10840	IV
WBGene00165160	21ur-12458	IV
WBGene00165161	21ur-6421	IV
WBGene00165162	21ur-5944	IV
WBGene00165163	21ur-7229	IV
WBGene00165164	21ur-7751	IV
WBGene00165165	21ur-5959	IV
WBGene00165166	21ur-15701	IV
WBGene00165167	21ur-11339	IV
WBGene00165168	21ur-7910	IV
WBGene00165169	21ur-10193	IV
WBGene00165170	21ur-13231	IV
WBGene00165171	21ur-14370	IV
WBGene00165172	21ur-11737	IV
WBGene00165173	21ur-5899	IV
WBGene00165174	21ur-5829	IV
WBGene00165175	21ur-5669	IV
WBGene00165176	21ur-15245	IV
WBGene00165177	21ur-13152	IV
WBGene00165178	21ur-12260	IV
WBGene00165179	21ur-11789	IV
WBGene00165180	21ur-12855	IV
WBGene00165181	21ur-6028	IV
WBGene00165182	21ur-12768	IV
WBGene00165183	21ur-8122	IV
WBGene00165184	21ur-14880	IV
WBGene00165185	21ur-6706	IV
WBGene00165186	21ur-14530	IV
WBGene00165187	21ur-13308	IV
WBGene00165188	21ur-13392	V
WBGene00165189	21ur-10414	IV
WBGene00165190	21ur-12332	IV
WBGene00165191	21ur-14892	IV
WBGene00165192	21ur-12224	X
WBGene00165193	21ur-12007	IV
WBGene00165194	21ur-15624	X
WBGene00165195	21ur-13923	IV
WBGene00165196	21ur-12876	IV
WBGene00165197	21ur-8558	IV
WBGene00165198	21ur-10728	IV
WBGene00165199	21ur-6698	IV
WBGene00165200	21ur-12716	IV
WBGene00165201	21ur-7232	IV
WBGene00165202	21ur-12013	X
WBGene00165203	21ur-7204	IV
WBGene00165204	21ur-8509	IV
WBGene00165205	21ur-15215	IV
WBGene00165206	21ur-9430	IV
WBGene00165207	21ur-10846	IV
WBGene00165208	21ur-13738	IV
WBGene00165209	21ur-6522	IV
WBGene00165210	21ur-13044	IV
WBGene00165211	21ur-10657	IV
WBGene00165212	21ur-13281	IV
WBGene00165213	21ur-15590	II
WBGene00165214	21ur-10718	IV
WBGene00165215	21ur-14925	IV
WBGene00165217	21ur-6205	IV
WBGene00165218	21ur-15086	IV
WBGene00165219	21ur-8129	IV
WBGene00165220	21ur-14461	IV
WBGene00165221	21ur-7480	IV
WBGene00165222	21ur-14927	IV
WBGene00165223	21ur-8652	IV
WBGene00165224	21ur-6912	IV
WBGene00165225	21ur-12619	IV
WBGene00165226	21ur-8489	IV
WBGene00165227	21ur-5892	IV
WBGene00165228	21ur-6794	IV
WBGene00165229	21ur-11607	IV
WBGene00165230	21ur-6866	IV
WBGene00165231	21ur-5488	IV
WBGene00165232	21ur-7987	IV
WBGene00165233	21ur-12981	IV
WBGene00165234	21ur-11923	IV
WBGene00165235	21ur-7717	IV
WBGene00165236	21ur-5496	IV
WBGene00165237	21ur-11584	IV
WBGene00165238	21ur-7886	IV
WBGene00165239	21ur-6114	IV
WBGene00165240	21ur-10729	IV
WBGene00165241	21ur-14394	IV
WBGene00165242	21ur-7166	IV
WBGene00165243	21ur-12155	IV
WBGene00165244	21ur-10391	IV
WBGene00165245	21ur-12583	IV
WBGene00165246	21ur-10921	IV
WBGene00165247	21ur-13435	IV
WBGene00165248	21ur-5925	IV
WBGene00165249	21ur-9503	IV
WBGene00165250	21ur-13051	IV
WBGene00165251	21ur-11648	IV
WBGene00165252	21ur-6922	IV
WBGene00165253	21ur-13086	IV
WBGene00165254	21ur-6919	IV
WBGene00165255	21ur-13765	IV
WBGene00165256	21ur-6570	IV
WBGene00165257	21ur-13292	X
WBGene00165258	21ur-7249	IV
WBGene00165259	21ur-13328	IV
WBGene00165260	21ur-5814	IV
WBGene00165261	21ur-14963	IV
WBGene00165262	21ur-14204	IV
WBGene00165263	21ur-5525	IV
WBGene00165264	21ur-6811	IV
WBGene00165265	21ur-10823	IV
WBGene00165266	21ur-9163	IV
WBGene00165267	21ur-8461	IV
WBGene00165268	21ur-6686	IV
WBGene00165269	21ur-7927	IV
WBGene00165270	21ur-10419	IV
WBGene00165271	21ur-12087	IV
WBGene00165272	21ur-14728	IV
WBGene00165273	21ur-14428	IV
WBGene00165274	21ur-14769	V
WBGene00165275	21ur-6720	IV
WBGene00165276	21ur-13324	II
WBGene00165277	21ur-8198	IV
WBGene00165278	21ur-5818	IV
WBGene00165279	21ur-15533	IV
WBGene00165280	21ur-8625	IV
WBGene00165281	21ur-14014	IV
WBGene00165282	21ur-12938	IV
WBGene00165283	21ur-8001	IV
WBGene00165284	21ur-11829	IV
WBGene00165285	21ur-11310	IV
WBGene00165286	21ur-10280	IV
WBGene00165287	21ur-10694	IV
WBGene00165288	21ur-14889	IV
WBGene00165289	21ur-6768	IV
WBGene00165290	21ur-6328	IV
WBGene00165291	21ur-5749	IV
WBGene00165292	21ur-5858	IV
WBGene00165293	21ur-8510	IV
WBGene00165294	21ur-12659	IV
WBGene00165295	21ur-6843	IV
WBGene00165296	21ur-6378	IV
WBGene00165297	21ur-8407	IV
WBGene00165298	21ur-8323	IV
WBGene00165299	21ur-11421	IV
WBGene00165300	21ur-11950	IV
WBGene00165301	21ur-14327	IV
WBGene00165302	21ur-13790	IV
WBGene00165303	21ur-13651	III
WBGene00165304	21ur-7566	IV
WBGene00165305	21ur-15424	IV
WBGene00165306	21ur-15026	IV
WBGene00165307	21ur-10188	IV
WBGene00165308	21ur-9080	IV
WBGene00165309	21ur-15274	IV
WBGene00165310	21ur-9910	IV
WBGene00165311	21ur-10537	IV
WBGene00165312	21ur-11233	IV
WBGene00165313	21ur-13998	IV
WBGene00165314	21ur-5878	IV
WBGene00165315	21ur-10769	IV
WBGene00165316	21ur-9492	IV
WBGene00165317	21ur-10127	IV
WBGene00165318	21ur-13193	V
WBGene00165319	21ur-8046	IV
WBGene00165320	21ur-6495	IV
WBGene00165321	21ur-7456	IV
WBGene00165322	21ur-15621	IV
WBGene00165323	21ur-9672	IV
WBGene00165324	21ur-11084	IV
WBGene00165325	21ur-9730	IV
WBGene00165326	21ur-15166	IV
WBGene00165327	21ur-13304	IV
WBGene00165328	21ur-13126	IV
WBGene00165329	21ur-9701	IV
WBGene00165330	21ur-7348	IV
WBGene00165331	21ur-12117	IV
WBGene00165332	21ur-9836	IV
WBGene00165333	21ur-12958	IV
WBGene00165334	21ur-12480	IV
WBGene00165335	21ur-13713	IV
WBGene00165336	21ur-10554	IV
WBGene00165337	21ur-13970	IV
WBGene00165338	21ur-14680	IV
WBGene00165339	21ur-12918	IV
WBGene00165340	21ur-12953	IV
WBGene00165341	21ur-5773	IV
WBGene00165342	21ur-12113	IV
WBGene00165343	21ur-10795	IV
WBGene00165344	21ur-10433	IV
WBGene00165345	21ur-10576	IV
WBGene00165346	21ur-14363	X
WBGene00165347	21ur-6287	IV
WBGene00165348	21ur-6952	IV
WBGene00165349	21ur-6541	IV
WBGene00165350	21ur-8660	IV
WBGene00165351	21ur-7185	IV
WBGene00165352	21ur-12711	IV
WBGene00165353	21ur-11697	IV
WBGene00165354	21ur-11144	IV
WBGene00165355	21ur-6124	IV
WBGene00165356	21ur-15630	IV
WBGene00165357	21ur-14095	II
WBGene00165358	21ur-8314	IV
WBGene00165359	21ur-6321	IV
WBGene00165360	21ur-12413	IV
WBGene00165361	21ur-7124	IV
WBGene00165362	21ur-12343	IV
WBGene00165363	21ur-6501	IV
WBGene00165364	21ur-8113	IV
WBGene00165365	21ur-10756	IV
WBGene00165366	21ur-13039	IV
WBGene00165367	21ur-12513	IV
WBGene00165368	21ur-6931	IV
WBGene00165369	21ur-13340	IV
WBGene00165370	21ur-8727	IV
WBGene00165371	21ur-11471	IV
WBGene00165372	21ur-10256	IV
WBGene00165373	21ur-9312	IV
WBGene00165374	21ur-14970	X
WBGene00165375	21ur-5648	IV
WBGene00165376	21ur-11903	IV
WBGene00165377	21ur-6178	IV
WBGene00165378	21ur-11769	IV
WBGene00165379	21ur-6198	IV
WBGene00165380	21ur-10022	IV
WBGene00165381	21ur-9649	IV
WBGene00165382	21ur-14856	IV
WBGene00165383	21ur-11991	IV
WBGene00165384	21ur-6454	IV
WBGene00165385	21ur-12515	IV
WBGene00165386	21ur-8505	IV
WBGene00165387	21ur-6663	IV
WBGene00165388	21ur-11177	IV
WBGene00165389	21ur-10293	IV
WBGene00165390	21ur-9383	IV
WBGene00165391	21ur-15402	V
WBGene00165392	21ur-9930	IV
WBGene00165393	21ur-6732	IV
WBGene00165394	21ur-6606	IV
WBGene00165395	21ur-10038	IV
WBGene00165396	21ur-7188	IV
WBGene00165397	21ur-10631	IV
WBGene00165398	21ur-8979	IV
WBGene00165399	21ur-9565	IV
WBGene00165400	21ur-13927	IV
WBGene00165401	21ur-12891	IV
WBGene00165402	21ur-12460	IV
WBGene00165403	21ur-11507	IV
WBGene00165404	21ur-8963	IV
WBGene00165405	21ur-10634	IV
WBGene00165406	21ur-10862	IV
WBGene00165407	21ur-9346	IV
WBGene00165408	21ur-13150	X
WBGene00165409	21ur-14236	IV
WBGene00165410	21ur-6371	IV
WBGene00165411	21ur-13957	IV
WBGene00165412	21ur-6100	IV
WBGene00165413	21ur-9784	IV
WBGene00165414	21ur-5885	IV
WBGene00165415	21ur-13012	X
WBGene00165416	21ur-9940	IV
WBGene00165417	21ur-12472	IV
WBGene00165418	21ur-8278	IV
WBGene00165419	21ur-13968	IV
WBGene00165420	21ur-11300	IV
WBGene00165421	21ur-9371	IV
WBGene00165422	21ur-6991	IV
WBGene00165423	21ur-14154	V
WBGene00165424	21ur-12148	IV
WBGene00165425	21ur-6992	IV
WBGene00165426	21ur-8529	IV
WBGene00165427	21ur-7519	IV
WBGene00165428	21ur-15149	IV
WBGene00165429	21ur-14434	IV
WBGene00165430	21ur-10119	IV
WBGene00165431	21ur-9902	IV
WBGene00165432	21ur-14368	IV
WBGene00165433	21ur-5523	IV
WBGene00165434	21ur-13984	IV
WBGene00165435	21ur-11701	IV
WBGene00165436	21ur-9617	IV
WBGene00165438	21ur-7562	IV
WBGene00165439	21ur-14742	I
WBGene00165440	21ur-14638	IV
WBGene00165441	21ur-11468	IV
WBGene00165442	21ur-11196	IV
WBGene00165443	21ur-15495	IV
WBGene00165444	21ur-14554	IV
WBGene00165445	21ur-15647	IV
WBGene00165446	21ur-6576	IV
WBGene00165447	21ur-15293	IV
WBGene00165448	21ur-12709	IV
WBGene00165449	21ur-6483	IV
WBGene00165450	21ur-6008	IV
WBGene00165451	21ur-12529	IV
WBGene00165452	21ur-11374	IV
WBGene00165453	21ur-7539	IV
WBGene00165454	21ur-7099	IV
WBGene00165455	21ur-8683	IV
WBGene00165456	21ur-8258	IV
WBGene00165457	21ur-13793	IV
WBGene00165458	21ur-11409	IV
WBGene00165459	21ur-14260	IV
WBGene00165460	21ur-7220	IV
WBGene00165461	21ur-13676	IV
WBGene00165462	21ur-10595	IV
WBGene00165463	21ur-7961	IV
WBGene00165464	21ur-6200	IV
WBGene00165465	21ur-9917	IV
WBGene00165466	21ur-14420	IV
WBGene00165467	21ur-12490	II
WBGene00165468	21ur-9547	IV
WBGene00165469	21ur-7224	IV
WBGene00165470	21ur-8410	IV
WBGene00165471	21ur-7243	IV
WBGene00165472	21ur-9580	IV
WBGene00165473	21ur-14436	IV
WBGene00165474	21ur-10171	IV
WBGene00165475	21ur-8022	IV
WBGene00165476	21ur-7268	IV
WBGene00165477	21ur-9079	IV
WBGene00165478	21ur-14751	IV
WBGene00165479	21ur-5998	IV
WBGene00165480	21ur-15151	IV
WBGene00165481	21ur-9937	IV
WBGene00165482	21ur-5906	IV
WBGene00165483	21ur-15102	I
WBGene00165484	21ur-8205	IV
WBGene00165485	21ur-13617	IV
WBGene00165486	21ur-9052	IV
WBGene00165487	21ur-7847	IV
WBGene00165488	21ur-9986	IV
WBGene00165489	21ur-7813	IV
WBGene00165490	21ur-12551	IV
WBGene00165491	21ur-9110	IV
WBGene00165492	21ur-10995	IV
WBGene00165493	21ur-8134	IV
WBGene00165494	21ur-14083	IV
WBGene00165495	21ur-14641	IV
WBGene00165496	21ur-15349	IV
WBGene00165497	21ur-7295	IV
WBGene00165498	21ur-12812	IV
WBGene00165499	21ur-14985	V
WBGene00165500	21ur-12341	V
WBGene00165501	21ur-7694	IV
WBGene00165502	21ur-7609	IV
WBGene00165503	21ur-15679	IV
WBGene00165504	21ur-13179	IV
WBGene00165505	21ur-8909	IV
WBGene00165506	21ur-6225	IV
WBGene00165507	21ur-13094	IV
WBGene00165508	21ur-10220	IV
WBGene00165509	21ur-10108	IV
WBGene00165510	21ur-8047	IV
WBGene00165511	21ur-15613	IV
WBGene00165512	21ur-13930	IV
WBGene00165513	21ur-6535	IV
WBGene00165514	21ur-13843	IV
WBGene00165515	21ur-11062	IV
WBGene00165516	21ur-9888	IV
WBGene00165517	21ur-9748	IV
WBGene00165518	21ur-8050	IV
WBGene00165519	21ur-12328	IV
WBGene00165520	21ur-6820	IV
WBGene00165521	21ur-11110	IV
WBGene00165522	21ur-12931	IV
WBGene00165523	21ur-7686	IV
WBGene00165524	21ur-5475	IV
WBGene00165525	21ur-8772	IV
WBGene00165526	21ur-10960	IV
WBGene00165527	21ur-8169	IV
WBGene00165528	21ur-10993	IV
WBGene00165529	21ur-10336	IV
WBGene00165530	21ur-15376	IV
WBGene00165531	21ur-7156	IV
WBGene00165532	21ur-12754	IV
WBGene00165533	21ur-8477	IV
WBGene00165534	21ur-9814	IV
WBGene00165535	21ur-7933	IV
WBGene00165536	21ur-12864	II
WBGene00165537	21ur-11575	IV
WBGene00165538	21ur-15382	IV
WBGene00165539	21ur-14243	IV
WBGene00165540	21ur-8098	IV
WBGene00165541	21ur-15354	X
WBGene00165542	21ur-7094	IV
WBGene00165543	21ur-14612	IV
WBGene00165544	21ur-6716	IV
WBGene00165545	21ur-6087	IV
WBGene00165546	21ur-8852	V
WBGene00165547	21ur-9177	IV
WBGene00165548	21ur-6309	IV
WBGene00165549	21ur-10033	IV
WBGene00165550	21ur-6243	IV
WBGene00165551	21ur-8577	IV
WBGene00165552	21ur-8773	IV
WBGene00165553	21ur-13788	IV
WBGene00165554	21ur-10353	IV
WBGene00165555	21ur-7957	IV
WBGene00165556	21ur-13760	IV
WBGene00165557	21ur-10667	IV
WBGene00165558	21ur-12468	IV
WBGene00165559	21ur-5728	IV
WBGene00165560	21ur-12685	V
WBGene00165561	21ur-7341	IV
WBGene00165562	21ur-11075	IV
WBGene00165563	21ur-9741	IV
WBGene00165564	21ur-15688	IV
WBGene00165565	21ur-13202	IV
WBGene00165566	21ur-6171	IV
WBGene00165567	21ur-14839	I
WBGene00165568	21ur-12522	IV
WBGene00165569	21ur-10815	IV
WBGene00165570	21ur-12080	IV
WBGene00165571	21ur-10200	IV
WBGene00165572	21ur-11768	V
WBGene00165573	21ur-8029	IV
WBGene00165574	21ur-11844	IV
WBGene00165575	21ur-7394	IV
WBGene00165576	21ur-14683	IV
WBGene00165577	21ur-13691	IV
WBGene00165578	21ur-9849	IV
WBGene00165579	21ur-8273	IV
WBGene00165580	21ur-7045	IV
WBGene00165581	21ur-8352	IV
WBGene00165582	21ur-8080	IV
WBGene00165583	21ur-11820	IV
WBGene00165584	21ur-11937	IV
WBGene00165585	21ur-8443	IV
WBGene00165586	21ur-15526	IV
WBGene00165587	21ur-11246	IV
WBGene00165588	21ur-6972	IV
WBGene00165589	21ur-11746	IV
WBGene00165590	21ur-11989	IV
WBGene00165591	21ur-10584	IV
WBGene00165592	21ur-13527	IV
WBGene00165593	21ur-9243	IV
WBGene00165594	21ur-8054	IV
WBGene00165595	21ur-8934	IV
WBGene00165596	21ur-14818	IV
WBGene00165597	21ur-10055	IV
WBGene00165598	21ur-14548	IV
WBGene00165599	21ur-9367	IV
WBGene00165600	21ur-10120	IV
WBGene00165601	21ur-14793	II
WBGene00165602	21ur-13185	IV
WBGene00165603	21ur-6947	IV
WBGene00165604	21ur-14174	IV
WBGene00165605	21ur-8302	IV
WBGene00165606	21ur-14605	IV
WBGene00165607	21ur-10935	IV
WBGene00165608	21ur-15584	IV
WBGene00165609	21ur-9489	IV
WBGene00165610	21ur-6080	IV
WBGene00165611	21ur-15473	IV
WBGene00165612	21ur-8613	IV
WBGene00165613	21ur-14173	V
WBGene00165614	21ur-12704	IV
WBGene00165615	21ur-14142	IV
WBGene00165616	21ur-12046	IV
WBGene00165617	21ur-10701	IV
WBGene00165618	21ur-8639	IV
WBGene00165619	21ur-11569	IV
WBGene00165620	21ur-12244	IV
WBGene00165621	21ur-11224	IV
WBGene00165622	21ur-14192	IV
WBGene00165623	21ur-9632	IV
WBGene00165624	21ur-8591	IV
WBGene00165625	21ur-15303	IV
WBGene00165626	21ur-13402	IV
WBGene00165627	21ur-13519	I
WBGene00165628	21ur-15568	IV
WBGene00165629	21ur-9871	IV
WBGene00165630	21ur-6417	IV
WBGene00165631	21ur-8869	IV
WBGene00165632	21ur-8032	IV
WBGene00165633	21ur-13615	IV
WBGene00165634	21ur-10989	IV
WBGene00165635	21ur-10626	IV
WBGene00165636	21ur-9004	IV
WBGene00165637	21ur-8223	IV
WBGene00165638	21ur-7697	IV
WBGene00165639	21ur-13826	IV
WBGene00165640	21ur-6474	IV
WBGene00165641	21ur-15014	IV
WBGene00165642	21ur-11037	IV
WBGene00165643	21ur-8347	IV
WBGene00165644	21ur-10081	IV
WBGene00165645	21ur-13712	IV
WBGene00165646	21ur-9702	IV
WBGene00165647	21ur-14517	IV
WBGene00165648	21ur-8020	IV
WBGene00165649	21ur-13576	IV
WBGene00165650	21ur-8840	IV
WBGene00165651	21ur-5733	IV
WBGene00165652	21ur-6899	IV
WBGene00165653	21ur-10687	II
WBGene00165654	21ur-8764	IV
WBGene00165655	21ur-7998	IV
WBGene00165656	21ur-7618	IV
WBGene00165657	21ur-11175	IV
WBGene00165658	21ur-14840	IV
WBGene00165659	21ur-9270	IV
WBGene00165660	21ur-11316	IV
WBGene00165661	21ur-13474	IV
WBGene00165662	21ur-12661	IV
WBGene00165663	21ur-11014	IV
WBGene00165664	21ur-8570	IV
WBGene00165665	21ur-13707	IV
WBGene00165666	21ur-6281	IV
WBGene00165667	21ur-13454	IV
WBGene00165668	21ur-13136	IV
WBGene00165669	21ur-9132	IV
WBGene00165670	21ur-9182	IV
WBGene00165671	21ur-14520	V
WBGene00165672	21ur-9679	IV
WBGene00165673	21ur-13900	IV
WBGene00165674	21ur-13868	IV
WBGene00165675	21ur-15199	IV
WBGene00165676	21ur-13266	IV
WBGene00165677	21ur-11291	IV
WBGene00165678	21ur-14266	IV
WBGene00165679	21ur-9408	IV
WBGene00165680	21ur-10782	IV
WBGene00165681	21ur-8914	IV
WBGene00165682	21ur-11901	IV
WBGene00165683	21ur-6056	IV
WBGene00165684	21ur-14676	IV
WBGene00165685	21ur-9479	IV
WBGene00165686	21ur-6156	IV
WBGene00165687	21ur-13121	III
WBGene00165688	21ur-12964	IV
WBGene00165689	21ur-10868	IV
WBGene00165690	21ur-8056	IV
WBGene00165691	21ur-15466	IV
WBGene00165692	21ur-12894	IV
WBGene00165693	21ur-12524	IV
WBGene00165694	21ur-12392	IV
WBGene00165695	21ur-6980	IV
WBGene00165696	21ur-6301	IV
WBGene00165697	21ur-13643	IV
WBGene00165698	21ur-9721	IV
WBGene00165699	21ur-13495	IV
WBGene00165700	21ur-10275	IV
WBGene00165701	21ur-8755	IV
WBGene00165702	21ur-14869	IV
WBGene00165703	21ur-10561	IV
WBGene00165704	21ur-9652	IV
WBGene00165705	21ur-7351	IV
WBGene00165706	21ur-8695	IV
WBGene00165707	21ur-8066	IV
WBGene00165708	21ur-15056	IV
WBGene00165709	21ur-10789	IV
WBGene00165710	21ur-10931	IV
WBGene00165711	21ur-10009	IV
WBGene00165712	21ur-14103	IV
WBGene00165713	21ur-6026	IV
WBGene00165714	21ur-15364	IV
WBGene00165715	21ur-10813	IV
WBGene00165716	21ur-8309	IV
WBGene00165717	21ur-14486	V
WBGene00165718	21ur-9329	IV
WBGene00165719	21ur-6241	IV
WBGene00165720	21ur-8932	IV
WBGene00165721	21ur-7126	IV
WBGene00165722	21ur-7439	IV
WBGene00165723	21ur-11736	IV
WBGene00165724	21ur-9394	IV
WBGene00165725	21ur-13062	X
WBGene00165726	21ur-8027	IV
WBGene00165727	21ur-7572	IV
WBGene00165728	21ur-5581	IV
WBGene00165729	21ur-9490	IV
WBGene00165730	21ur-8787	IV
WBGene00165731	21ur-14253	IV
WBGene00165732	21ur-11759	IV
WBGene00165733	21ur-9436	IV
WBGene00165734	21ur-9336	IV
WBGene00165735	21ur-6285	IV
WBGene00165736	21ur-12182	IV
WBGene00165737	21ur-12421	IV
WBGene00165738	21ur-7199	IV
WBGene00165739	21ur-5915	IV
WBGene00165740	21ur-15294	V
WBGene00165741	21ur-14328	IV
WBGene00165742	21ur-9764	IV
WBGene00165743	21ur-6102	IV
WBGene00165744	21ur-11349	IV
WBGene00165745	21ur-6650	IV
WBGene00165746	21ur-14283	IV
WBGene00165747	21ur-11774	IV
WBGene00165748	21ur-10380	IV
WBGene00165749	21ur-8569	IV
WBGene00165750	21ur-15543	IV
WBGene00165751	21ur-6031	IV
WBGene00165752	21ur-11026	IV
WBGene00165753	21ur-10523	IV
WBGene00165754	21ur-10844	IV
WBGene00165755	21ur-8688	IV
WBGene00165756	21ur-15514	V
WBGene00165757	21ur-11592	IV
WBGene00165758	21ur-12025	IV
WBGene00165759	21ur-6341	IV
WBGene00165760	21ur-14077	IV
WBGene00165761	21ur-14722	IV
WBGene00165762	21ur-12642	IV
WBGene00165763	21ur-9105	IV
WBGene00165764	21ur-7799	IV
WBGene00165765	21ur-9298	IV
WBGene00165766	21ur-13408	IV
WBGene00165767	21ur-6352	IV
WBGene00165768	21ur-7173	IV
WBGene00165769	21ur-7311	IV
WBGene00165770	21ur-9033	IV
WBGene00165771	21ur-11255	IV
WBGene00165772	21ur-8243	IV
WBGene00165773	21ur-8942	IV
WBGene00165774	21ur-6640	IV
WBGene00165775	21ur-6111	IV
WBGene00165776	21ur-11536	IV
WBGene00165777	21ur-9240	IV
WBGene00165778	21ur-12702	IV
WBGene00165779	21ur-8768	IV
WBGene00165780	21ur-9976	IV
WBGene00165781	21ur-10825	IV
WBGene00165782	21ur-12242	IV
WBGene00165783	21ur-12037	IV
WBGene00165784	21ur-7700	IV
WBGene00165785	21ur-14711	IV
WBGene00165786	21ur-9906	IV
WBGene00165787	21ur-11244	IV
WBGene00165788	21ur-9411	IV
WBGene00165789	21ur-13128	IV
WBGene00165790	21ur-7329	IV
WBGene00165791	21ur-13369	V
WBGene00165792	21ur-15184	IV
WBGene00165793	21ur-11285	IV
WBGene00165794	21ur-9460	IV
WBGene00165795	21ur-5546	IV
WBGene00165796	21ur-9301	IV
WBGene00165797	21ur-11260	IV
WBGene00165798	21ur-8560	IV
WBGene00165799	21ur-7584	IV
WBGene00165800	21ur-5787	IV
WBGene00165801	21ur-8076	IV
WBGene00165802	21ur-9919	IV
WBGene00165803	21ur-9264	IV
WBGene00165804	21ur-10000	IV
WBGene00165805	21ur-9066	IV
WBGene00165806	21ur-10287	IV
WBGene00165807	21ur-10322	IV
WBGene00165808	21ur-10264	IV
WBGene00165809	21ur-6122	IV
WBGene00165810	21ur-11805	IV
WBGene00165811	21ur-10011	IV
WBGene00165812	21ur-14911	IV
WBGene00165813	21ur-11121	IV
WBGene00165814	21ur-8602	II
WBGene00165815	21ur-8867	IV
WBGene00165816	21ur-14228	IV
WBGene00165817	21ur-15643	IV
WBGene00165818	21ur-11542	IV
WBGene00165819	21ur-10101	IV
WBGene00165820	21ur-15595	IV
WBGene00165821	21ur-9537	IV
WBGene00165822	21ur-12023	IV
WBGene00165823	21ur-8890	IV
WBGene00165824	21ur-11279	IV
WBGene00165825	21ur-7013	IV
WBGene00165826	21ur-15384	V
WBGene00165827	21ur-11441	IV
WBGene00165828	21ur-7579	IV
WBGene00165829	21ur-6728	IV
WBGene00165830	21ur-10649	IV
WBGene00165831	21ur-6825	IV
WBGene00165832	21ur-7591	IV
WBGene00165833	21ur-6359	IV
WBGene00165834	21ur-10612	IV
WBGene00165835	21ur-8004	IV
WBGene00165836	21ur-13253	IV
WBGene00165837	21ur-10903	IV
WBGene00165838	21ur-5865	IV
WBGene00165839	21ur-13273	IV
WBGene00165840	21ur-13967	IV
WBGene00165841	21ur-13661	IV
WBGene00165842	21ur-5470	IV
WBGene00165843	21ur-6989	IV
WBGene00165844	21ur-12290	IV
WBGene00165845	21ur-10627	IV
WBGene00165846	21ur-8956	IV
WBGene00165847	21ur-13057	IV
WBGene00165848	21ur-6647	IV
WBGene00165849	21ur-13593	IV
WBGene00165850	21ur-6176	IV
WBGene00165851	21ur-11505	IV
WBGene00165852	21ur-14669	IV
WBGene00165853	21ur-10409	IV
WBGene00165854	21ur-9143	V
WBGene00165855	21ur-9235	IV
WBGene00165856	21ur-13580	IV
WBGene00165857	21ur-13633	IV
WBGene00165858	21ur-6901	IV
WBGene00165859	21ur-15371	IV
WBGene00165860	21ur-11306	IV
WBGene00165861	21ur-15209	III
WBGene00165862	21ur-14044	IV
WBGene00165863	21ur-8232	IV
WBGene00165864	21ur-6293	IV
WBGene00165865	21ur-15045	IV
WBGene00165866	21ur-5965	IV
WBGene00165867	21ur-14883	IV
WBGene00165868	21ur-13682	IV
WBGene00165869	21ur-7974	IV
WBGene00165870	21ur-13986	IV
WBGene00165871	21ur-7158	IV
WBGene00165872	21ur-6624	IV
WBGene00165873	21ur-12787	X
WBGene00165874	21ur-14597	IV
WBGene00165875	21ur-10195	IV
WBGene00165876	21ur-8619	IV
WBGene00165877	21ur-8579	IV
WBGene00165878	21ur-7833	IV
WBGene00165879	21ur-5795	IV
WBGene00165880	21ur-9356	IV
WBGene00165881	21ur-15068	IV
WBGene00165882	21ur-12563	IV
WBGene00165883	21ur-15210	IV
WBGene00165884	21ur-11498	IV
WBGene00165885	21ur-11795	IV
WBGene00165886	21ur-12282	IV
WBGene00165887	21ur-11045	IV
WBGene00165888	21ur-14447	IV
WBGene00165889	21ur-10710	IV
WBGene00165890	21ur-9769	IV
WBGene00165891	21ur-7722	IV
WBGene00165892	21ur-11718	IV
WBGene00165893	21ur-11466	IV
WBGene00165894	21ur-6001	IV
WBGene00165895	21ur-11896	IV
WBGene00165896	21ur-10329	IV
WBGene00165897	21ur-9691	IV
WBGene00165898	21ur-9594	IV
WBGene00165899	21ur-14903	IV
WBGene00165900	21ur-10219	IV
WBGene00165901	21ur-12431	X
WBGene00165902	21ur-12213	IV
WBGene00165903	21ur-6442	IV
WBGene00165904	21ur-15217	IV
WBGene00165905	21ur-11877	IV
WBGene00165906	21ur-14092	IV
WBGene00165907	21ur-14894	IV
WBGene00165908	21ur-6078	IV
WBGene00165909	21ur-6636	IV
WBGene00165910	21ur-9540	IV
WBGene00165911	21ur-11021	IV
WBGene00165912	21ur-10975	IV
WBGene00165913	21ur-8170	IV
WBGene00165914	21ur-12608	IV
WBGene00165915	21ur-6383	IV
WBGene00165916	21ur-9201	IV
WBGene00165917	21ur-6217	IV
WBGene00165918	21ur-12740	IV
WBGene00165919	21ur-10838	IV
WBGene00165920	21ur-5957	IV
WBGene00165921	21ur-5502	IV
WBGene00165922	21ur-5934	IV
WBGene00165923	21ur-8641	IV
WBGene00165924	21ur-14585	II
WBGene00165925	21ur-7880	IV
WBGene00165926	21ur-7434	IV
WBGene00165927	21ur-13892	IV
WBGene00165928	21ur-11873	IV
WBGene00165929	21ur-8580	IV
WBGene00165930	21ur-14452	IV
